timestamp,station_name,latitude,longitude,TMP,RH,UGRD,VGRD,PRES,WAVE_H,WAVE_DIR,WAVE_P,CURRENT_VEL,CURRENT_DIR,SST,APCP
2008-01-01 00:00:00,Bach Long Vi,20.13,107.73,288.04999999999995,60,-7.042244024087844,-10.057366765992622,102430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01 03:00:00,Bach Long Vi,20.13,107.73,287.84999999999997,59,-6.787136094436989,-9.00683380775558,102590.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01 06:00:00,Bach Long Vi,20.13,107.73,287.95,59,-5.767629721085519,-8.237028889794862,102340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01 09:00:00,Bach Long Vi,20.13,107.73,288.95,54,-5.174070832642757,-7.967370395481528,102180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01 12:00:00,Bach Long Vi,20.13,107.73,290.04999999999995,51,-5.1104018122743256,-7.576482260294686,102240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01 15:00:00,Bach Long Vi,20.13,107.73,289.95,53,-5.9345648116382534,-7.875433501855248,102370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01 18:00:00,Bach Long Vi,20.13,107.73,289.54999999999995,56,-6.170836056683128,-7.620347899841964,102350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01 21:00:00,Bach Long Vi,20.13,107.73,289.15,59,-6.742828909069102,-7.7567373522896,102260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-02 00:00:00,Bach Long Vi,20.13,107.73,289.15,60,-7.0900678295858475,-6.61159521282811,102380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-02 03:00:00,Bach Long Vi,20.13,107.73,288.84999999999997,61,-6.386997795053558,-6.613929830891488,102550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-02 06:00:00,Bach Long Vi,20.13,107.73,288.45,61,-4.647349345451929,-6.167240883142983,102310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
